Wban Number, YearMonthDay, Max Temp, Min Temp, Avg Temp, Dep from Normal, Avg Dew Pt, Avg Wet Bulb, Heating Degree Days, Cooling Degree Days, Significant Weather, Snow/Ice Depth, Snow/Ice Water Equiv, Precipitation Snowfall, Precipitation Water Equiv, Pressue Avg Station, Pressure Avg Sea Level, Wind Speed, Wind Direction, Wind Avg Speed, Max 5 sec speed, Max 5 sec Dir, Max 2 min speed, Max 2 min Dir
94846,20070402,61,41,  51 ,   8, 40, 46, 14,  0,TS ,M  ,-,M   , 0.00,29.18,29.94,  5.3,25, 9.2, 24,25, 17,1
94846,20070403,70,35,  53 ,  10, 45, 49, 12,  0,TS TSGS TSRA GR FG HZ ,M  ,-,M   , 0.15,29.00,29.75,  6.8,27,15.3, 38,27, 31,28
94846,20070404,35,28,  32 , -12, 19, 27, 33,  0,-,M  ,-,T   ,  T  ,29.26,30.02, 20.0,29,20.8, 38,27, 30,27
94846,20070405,40,27,  34 , -10, 13, 26, 31,  0,-,M  ,-,M   , 0.00,29.37,30.14, 15.2,31,15.5, 32,31, 25,31
94846,20070406,36,23,  30 , -14,  7, 23, 35,  0,-,M  ,-,M   , 0.00,29.25,30.03, 15.0,33,15.3, 29,31, 24,32
94846,20070407,32,22,  27*, -18, 10, 22, 38,  0,-,0  ,-,0.0 , 0.00,29.22,30.01, 13.3,31,13.8, 29,33, 21,30
94846,20070408,40,28,  34 , -11, 19, 29, 31,  0,-,M  ,-,M   ,  T  ,29.30,30.08,  2.1,34, 7.3, 20,4, 13,33
94846,20070409,43,29,  36 , -10, 23, 32, 29,  0,-,M  ,-,M   ,  T  ,29.30,30.06,  2.4,20, 6.3, 20,24, 14,23
94846,20070410,52,26,  39 ,  -7, 24, 34, 26,  0,FG HZ ,M  ,-,M   , 0.00,29.21,29.98,  9.5,11,11.2, 30,9, 22,11
94846,20070411,43,33,  38 ,  -8, 33, 34, 27,  0,RA DZ SN FG+ FG ,M  ,-,M   , 1.15,28.74,31.35, 13.6,8,15.1, 38,10, 26,9
94846,20070412,38,33,  36 , -11, 30, 33, 29,  0,RA SN FG ,M  ,-,M   , 0.09,29.01,30.50, 12.0,29,12.7, 25,28, 22,28
94846,20070413,51,32,  42 ,  -5, 25, 36, 23,  0,-,M  ,-,M   , 0.00,29.41,30.17,  6.2,30, 8.2, 25,29, 16,31
94846,20070414,49,35,  42 ,  -5, 22, 35, 23,  0,-,M  ,-,M   , 0.00,29.24,29.99,  6.8,7, 8.7, 23,12, 20,12
94846,20070415,58,29,  44 ,  -4, 21, 35, 21,  0,-,M  ,-,M   , 0.00,29.21,29.96,  6.7,35, 8.4, 35,5, 22,3
94846,20070416,62,32,  47 ,  -1, 23, 38, 18,  0,-,M  ,-,M   , 0.00,29.31,30.05,  5.8,33, 8.8, 23,28, 17,30
94846,20070417,70,36,  53 ,   5, 29, 41, 12,  0,-,M  ,-,M   ,  T  ,29.19,29.94,  6.8,4,10.7, 26,2, 23,2
94846,20070418,50,39,  45 ,  -4, 36, 40, 20,  0,-,M  ,-,M   ,  T  ,29.20,29.96, 13.2,3,13.3, 35,5, 21,2
94846,20070419,58,41,  50 ,   1, 37, 43, 15,  0,DZ FG ,M  ,-,M   ,  T  ,29.34,30.10,  8.9,3, 9.3, 31,4, 17,4
94846,20070420,68,38,  53 ,   4, 36, 46, 12,  0,-,M  ,-,M   , 0.00,29.48,30.24,  4.2,9, 5.6, 24,6, 14,9
94846,20070421,77,43,  60 ,  10, 39, 51,  5,  0,HZ ,M  ,-,M   , 0.00,29.40,30.15,  8.8,18, 9.8, 23,17, 18,18
94846,20070422,83*,52,  68*,  18, 45, 56,  0,  3,-,M  ,-,M   ,  T  ,29.20,29.93, 16.4,19,16.6, 37,18, 30,18
94846,20070423,70,51,  61 ,  11, 48, 55,  4,  0,-,M  ,-,M   , 0.00,29.15,29.88,  8.1,24,15.5, 39,21, 31,21
94846,20070424,68,44,  56 ,   5, 42, 49,  9,  0,FG ,M  ,-,M   , 0.30,29.32,30.07,  8.9,7,10.3, 28,5, 22,6
94846,20070425,49,45,  47 ,  -4, 44, 46, 18,  0,RA DZ FG ,M  ,-,M   , 1.06,29.19,29.93, 16.4,6,16.6, 32,6, 28,7
94846,20070426,56,45,  51 ,   0, 46, 47, 14,  0,RA DZ FG+ FG HZ ,M  ,-,M   , 0.49,28.95,29.69,  6.2,4, 9.2, 25,7, 15,7
94846,20070427,53,43,  48 ,  -4, 43, 45, 17,  0,FG ,M  ,-,M   ,  T  ,29.07,29.82,  6.4,30, 8.2, 18,28, 15,30
94846,20070428,73,39,  56 ,   4, 42, 50,  9,  0,FG HZ ,M  ,-,M   , 0.00,29.14,29.91,  7.6,29, 8.6, 30,31, 23,30
94846,20070429,82,45,  64 ,  11, 47, 56,  1,  0,TS TSRA FG ,M  ,-,M   , 0.15,29.22,29.95,  9.9,23,11.4, 43,22, 35,23
94846,20070430,67,51,  59 ,   6, 40, 49,  6,  0,TS TSRA FG ,M  ,-,M   , 0.01,29.21,29.94,  9.5,6,11.3, 36,36, 28,36
